,TRY,CHF,SEK,RUB,NZL,NOK,MXN,JPY,GBP,EUR,CNH,CLP,CAD,ARB,AUD,ZAR,USD,BRL
2002-07-29,,1.479381,9.442012,,,7.667753,,119.560126,0.63853,1.018226,,,1.581,,1.854495,10.029223,,
2002-07-30,,1.482359,9.405084,,,7.560244,,119.613625,0.634774,1.016777,,,1.57153,,1.835791,10.14062,,
2002-07-31,,1.486865,9.468261,,,7.627517,,120.024532,0.638557,1.022181,,,1.576715,,1.828171,10.193908,,
2002-08-01,,1.486168,9.66998,,,7.70543,,119.815574,0.645697,1.02459,,,1.584119,,1.85666,10.356967,,
2002-08-02,,1.469057,9.60002,,,7.61572,,119.132989,0.635977,1.012863,,,1.58898,,1.85121,10.241872,,
2002-08-03,,1.469057,9.60002,,,7.61572,,119.132989,0.635977,1.012863,,,1.58898,,1.85121,10.241872,,
2002-08-04,,1.469057,9.60002,,,7.61572,,119.132989,0.635977,1.012863,,,1.58898,,1.85121,10.241872,,
2002-08-05,,1.478548,9.601362,,,7.650976,,119.05246,0.638674,1.016673,,,1.586621,,1.863257,10.446218,,
2002-08-06,,1.50129,9.630612,,,7.766333,,120.879348,0.647745,1.032098,,,1.598307,,1.898132,10.578801,,
2002-08-07,,1.504434,9.583213,,,7.740771,,120.530006,0.652712,1.03114,,,1.578985,,1.877294,10.456898,,
2002-08-08,,1.509342,9.581398,,,7.716011,,120.697842,0.651079,1.032311,,,1.572004,,1.869826,10.391246,,
2002-08-09,,1.499435,9.538802,,,7.665228,,120.433755,0.653716,1.027855,,,1.57159,,1.865865,10.430363,,
2002-08-10,,1.499435,9.538802,,,7.665228,,120.433755,0.653716,1.027855,,,1.57159,,1.865865,10.430363,,
2002-08-11,,1.499435,9.538802,,,7.665228,,120.433755,0.653716,1.027855,,,1.57159,,1.865865,10.430363,,
2002-08-12,,1.494683,9.458078,,,7.622188,,119.151329,0.652863,1.022495,,,1.57137,,1.848978,10.444888,,
2002-08-13,,1.494438,9.454944,,,7.591591,,118.930503,0.653128,1.020512,,,1.575161,,1.859067,10.593734,,
2002-08-14,,1.480775,9.34199,,,7.556559,,116.566907,0.646038,1.014507,,,1.564979,,1.857766,10.496601,,
2002-08-15,,1.49596,9.457707,,,7.602025,,117.438887,0.653472,1.022809,,,1.559988,,1.848113,10.648461,,
2002-08-16,,1.490585,9.37374,,,7.522646,,117.424936,0.650178,1.017812,,,1.558779,,1.834097,10.589415,,
2002-08-17,,1.490585,9.37374,,,7.522646,,117.424936,0.650178,1.017812,,,1.558779,,1.834097,10.589415,,
2002-08-18,,1.490585,9.37374,,,7.522646,,117.424936,0.650178,1.017812,,,1.558779,,1.834097,10.589415,,
2002-08-19,,1.497398,9.410144,,,7.521686,,118.532503,0.65272,1.020512,,,1.556179,,1.838759,10.576691,,
2002-08-20,,1.500613,9.368873,,,7.504085,,118.770425,0.653493,1.021242,,,1.571385,,1.832108,10.742136,,
2002-08-21,,1.505019,9.355153,,,7.560438,,118.633477,0.655501,1.02438,,,1.568121,,1.833641,10.907601,,
2002-08-22,,1.503685,9.402252,,,7.585977,,118.976459,0.652201,1.023541,,,1.55824,,1.851279,10.801842,,
2002-08-23,,1.518408,9.476642,,,7.644632,,119.934,0.65907,1.031247,,,1.557698,,1.839744,10.854182,,
2002-08-24,,1.518408,9.476642,,,7.644632,,119.934,0.65907,1.031247,,,1.557698,,1.839744,10.854182,,
2002-08-25,,1.518408,9.476642,,,7.644632,,119.934,0.65907,1.031247,,,1.557698,,1.839744,10.854182,,
2002-08-26,,1.515205,9.404185,,,7.64148,,119.709308,0.658076,1.030822,,,1.556231,,1.839501,10.805896,,
2002-08-27,,1.503683,9.343974,,,7.556783,,118.129732,0.655924,1.023123,,,1.55044,,1.807448,10.569265,,
2002-08-28,,1.496642,9.294728,,,7.519845,,118.074496,0.649603,1.017708,,,1.555363,,1.809689,10.542031,,
2002-08-29,,1.49365,9.295235,,,7.504318,,117.890887,0.646652,1.01595,,,1.558468,,1.81144,10.617799,,
2002-08-30,,1.494356,9.373741,,,7.514594,,118.326045,0.643852,1.016984,,,1.55751,,1.810231,10.504119,,
2002-08-31,,1.494356,9.373741,,,7.514594,,118.326045,0.643852,1.016984,,,1.55751,,1.810231,10.504119,,
2002-09-01,,1.494356,9.373741,,,7.514594,,118.326045,0.643852,1.016984,,,1.55751,,1.810231,10.504119,,
2002-09-02,,1.498218,9.420935,,,7.553202,,118.195703,0.646166,1.018226,,,1.557988,,1.812748,10.655636,,
2002-09-03,,1.483148,9.427851,,,7.507064,,117.28557,0.642281,1.009082,,,1.552977,,1.817962,10.782341,,
2002-09-04,,1.472404,9.323716,,,7.439429,,117.67367,0.637378,1.005328,,,1.552629,,1.83593,10.642405,,
2002-09-05,,1.461855,9.281704,,,7.405915,,117.634085,0.635188,1.002506,,,1.573033,,1.836591,10.499749,,
2002-09-06,,1.471063,9.290684,,,7.413793,,118.289978,0.636318,1.008268,,,1.568663,,1.837266,10.392821,,
2002-09-07,,1.471063,9.290684,,,7.413793,,118.289978,0.636318,1.008268,,,1.568663,,1.837266,10.392821,,
2002-09-08,,1.471063,9.290684,,,7.413793,,118.289978,0.636318,1.008268,,,1.568663,,1.837266,10.392821,,
2002-09-09,,1.488258,9.375128,,,7.521442,,119.246477,0.642536,1.021033,,,1.56116,,1.831223,10.526649,,
2002-09-10,,1.496209,9.40625,,,7.558914,,119.303279,0.643955,1.02459,,,1.56916,,1.818648,10.601127,,
2002-09-11,,1.500051,9.401477,,,7.567135,,119.940507,0.644066,1.025746,,,1.578213,,1.828495,10.554724,,
2002-09-12,,1.502101,9.430768,,,7.535103,,120.088142,0.64446,1.024905,,,1.580916,,1.808548,10.476786,,
2002-09-13,,1.49633,9.390418,,,7.488787,,120.224261,0.637819,1.019368,,,1.582161,,1.813761,10.448012,,
2002-09-14,,1.49633,9.390418,,,7.488787,,120.224261,0.637819,1.019368,,,1.582161,,1.813761,10.448012,,
2002-09-15,,1.49633,9.390418,,,7.488787,,120.224261,0.637819,1.019368,,,1.582161,,1.813761,10.448012,,
2002-09-16,,1.516472,9.396055,,,7.575132,,122.17288,0.649386,1.032738,,,1.581948,,1.82712,10.754002,,
2002-09-17,,1.525236,9.462639,,,7.603379,,122.955747,0.654576,1.036377,,,1.577055,,1.832625,10.601824,,
2002-09-18,,1.51054,9.361954,,,7.542416,,121.8509,0.648226,1.028278,,,1.586632,,1.826632,10.65162,,
2002-09-19,,1.495619,9.273487,,,7.47096,,121.102507,0.645201,1.018953,,,1.570817,,1.811494,10.537396,,
2002-09-20,,1.497651,9.242594,,,7.517875,,123.248212,0.645148,1.02145,,,1.57334,,1.830337,10.634525,,
2002-09-21,,1.497651,9.242594,,,7.517875,,123.248212,0.645148,1.02145,,,1.57334,,1.830337,10.634525,,
2002-09-22,,1.497651,9.242594,,,7.517875,,123.248212,0.645148,1.02145,,,1.57334,,1.830337,10.634525,,
2002-09-23,,1.48876,9.215746,,,7.474825,,123.120741,0.641135,1.017191,,,1.573594,,1.829112,10.67043,,
2002-09-24,,1.488197,9.246846,,,7.442002,,123.137973,0.639398,1.017501,,,1.589031,,1.840354,10.654965,,
2002-09-25,,1.498823,9.372429,,,7.498209,,122.80217,0.641695,1.023437,,,1.585815,,1.833282,10.614676,,
2002-09-26,,1.494896,9.348714,,,7.472438,,122.723561,0.639751,1.020825,,,1.578297,,1.839628,10.517762,,
2002-09-27,,1.499744,9.292361,,,7.491052,,122.51764,0.641886,1.022599,,,1.575723,,1.835361,10.535433,,
2002-09-28,,1.499744,9.292361,,,7.491052,,122.51764,0.641886,1.022599,,,1.575723,,1.835361,10.535433,,
2002-09-29,,1.499744,9.292361,,,7.491052,,122.51764,0.641886,1.022599,,,1.575723,,1.835361,10.535433,,
2002-09-30,,1.481846,9.284787,,,7.420892,,121.369168,0.637424,1.014199,,,1.578702,,1.835801,10.553043,,
2002-10-01,,1.477943,9.168948,,,7.416591,,122.370956,0.637562,1.014096,,,1.585945,,1.844133,10.412129,,
2002-10-02,,1.484901,9.224199,,,7.427555,,122.968988,0.638943,1.016777,,,1.581698,,1.837011,10.426945,,
2002-10-03,,1.475935,9.18635,,,7.387765,,122.821031,0.635389,1.011122,,,1.590799,,1.838119,10.439838,,
2002-10-04,,1.481804,9.200203,,,7.390775,,122.767359,0.633756,1.013685,,,1.587937,,1.827065,10.36594,,
2002-10-05,,1.481804,9.200203,,,7.390775,,122.767359,0.633756,1.013685,,,1.587937,,1.827065,10.36594,,
2002-10-06,,1.481804,9.200203,,,7.390775,,122.767359,0.633756,1.013685,,,1.587937,,1.827065,10.36594,,
2002-10-07,,1.490722,9.272737,,,7.42863,,124.225122,0.63958,1.019576,,,1.591354,,1.818108,10.502549,,
2002-10-08,,1.497041,9.362959,,,7.420714,,124.214286,0.643367,1.020408,,,1.590816,,1.824286,10.495408,,
2002-10-09,,1.494396,9.352659,,,7.654269,,124.200122,0.644691,1.018953,,,1.596495,,1.826472,10.537803,,
2002-10-10,,1.481114,9.256911,,,7.370937,,123.625316,0.63757,1.012658,,,1.591797,,1.822582,10.391899,,
2002-10-11,,1.484833,9.248757,,,7.396875,,124.307599,0.640966,1.014507,,,1.587501,,1.824186,10.414325,,
2002-10-12,,1.484833,9.248757,,,7.396875,,124.307599,0.640966,1.014507,,,1.587501,,1.824186,10.414325,,
2002-10-13,,1.484833,9.248757,,,7.396875,,124.307599,0.640966,1.014507,,,1.587501,,1.824186,10.414325,,
2002-10-14,,1.481009,9.200344,,,7.374152,,124.146663,0.641548,1.012863,,,1.584929,,1.829535,10.43462,,
2002-10-15,,1.495617,9.254842,,,7.446483,,124.933741,0.644241,1.019368,,,1.58318,,1.829562,10.437105,,
2002-10-16,,1.494554,9.246361,,,7.486511,,124.055787,0.642166,1.018019,,,1.587092,,1.827039,10.400387,,
2002-10-17,,1.502509,9.331865,,,7.609341,,124.285568,0.641094,1.024275,,,1.57636,,1.817064,10.264263,,
2002-10-18,,1.508166,9.331484,,,7.610683,,125.146379,0.6453,1.027221,,,1.57206,,1.814587,10.32378,,
2002-10-19,,1.508166,9.331484,,,7.610683,,125.146379,0.6453,1.027221,,,1.57206,,1.814587,10.32378,,
2002-10-20,,1.508166,9.331484,,,7.610683,,125.146379,0.6453,1.027221,,,1.57206,,1.814587,10.32378,,
2002-10-21,,1.507284,9.311141,,,7.594584,,124.671728,0.646902,1.025851,,,1.569553,,1.80714,10.191937,,
2002-10-22,,1.504197,9.366298,,,7.588554,,125.225225,0.647113,1.023751,,,1.563268,,1.806204,10.186425,,
2002-10-23,,1.499949,9.334527,,,7.884604,,123.959079,0.644297,1.023018,,,1.568389,,1.807468,10.182199,,
2002-10-24,,1.506983,9.384679,,,7.580407,,124.337646,0.645718,1.026905,,,1.563052,,1.801499,10.125488,,
2002-10-25,,1.501895,9.327666,,,7.531394,,124.152412,0.643859,1.024275,,,1.564785,,1.799857,10.115026,,
2002-10-26,,1.501895,9.327666,,,7.531394,,124.152412,0.643859,1.024275,,,1.564785,,1.799857,10.115026,,
2002-10-27,,1.501895,9.327666,,,7.531394,,124.152412,0.643859,1.024275,,,1.564785,,1.799857,10.115026,,
2002-10-28,,1.506414,9.334736,,,7.578245,,124.710108,0.647204,1.026167,,,1.563571,,1.795895,10.135865,,
2002-10-29,,1.492566,9.250204,,,7.529532,,123.431772,0.642668,1.01833,,,1.560998,,1.790122,10.103157,,
2002-10-30,,1.490992,9.222392,,,7.504326,,122.798982,0.643359,1.017812,,,1.563868,,1.8057,10.107176,,
2002-10-31,,1.483475,9.185624,,,7.46026,,122.70884,0.641221,1.013788,,,1.5662,,1.80586,9.997466,,
2002-11-01,,1.464407,9.107981,,,7.374674,,121.896932,0.638259,1.002607,,,1.557149,,1.79617,9.981953,,
2002-11-02,,1.464407,9.107981,,,7.374674,,121.896932,0.638259,1.002607,,,1.557149,,1.79617,9.981953,,
2002-11-03,,1.464407,9.107981,,,7.374674,,121.896932,0.638259,1.002607,,,1.557149,,1.79617,9.981953,,
2002-11-04,,1.471541,9.166834,,,7.763174,,122.536203,0.643906,1.005632,,,1.557019,,1.782582,9.935438,,
2002-11-05,,1.457801,9.110036,,,7.347865,,121.658021,0.637969,0.997606,,,1.556365,,1.777235,9.877793,,
2002-11-06,,1.469915,9.173782,,,7.430537,,122.390758,0.644902,1.00452,,,1.55771,,1.783626,9.919337,,
2002-11-07,,1.462199,9.120144,,,8.045441,,121.821632,0.637172,0.998702,,,1.551583,,1.773494,9.829222,,
2002-11-08,,1.447808,8.991788,,,7.236668,,120.658949,0.629959,0.989413,,,1.558524,,1.767191,9.797566,,
2002-11-09,,1.447808,8.991788,,,7.236668,,120.658949,0.629959,0.989413,,,1.558524,,1.767191,9.797566,,
2002-11-10,,1.447808,8.991788,,,7.236668,,120.658949,0.629959,0.989413,,,1.558524,,1.767191,9.797566,,
2002-11-11,,1.444993,8.970472,,,7.19682,,119.395615,0.628481,0.987557,,,1.570709,,1.785009,9.809303,,
2002-11-12,,1.449856,8.989088,,,7.245313,,119.640909,0.631386,0.991965,,,1.571669,,1.780776,9.836326,,
2002-11-13,,1.453317,8.996325,,,7.288439,,119.984108,0.631108,0.993246,,,1.579162,,1.786154,9.812277,,
2002-11-14,,1.451313,9.008915,,,7.24418,,119.712729,0.62952,0.990589,,,1.576127,,1.776622,9.643388,,
2002-11-15,,1.46216,9.029415,,,7.29664,,120.69997,0.636953,0.997108,,,1.582311,,1.775351,9.673846,,
2002-11-16,,1.46216,9.029415,,,7.29664,,120.69997,0.636953,0.997108,,,1.582311,,1.775351,9.673846,,
2002-11-17,,1.46216,9.029415,,,7.29664,,120.69997,0.636953,0.997108,,,1.582311,,1.775351,9.673846,,
2002-11-18,,1.458122,9.002583,,,7.259314,,121.19225,0.633979,0.993542,,,1.58311,,1.778043,9.60308,,
2002-11-19,,1.449975,8.953481,,,7.274074,,121.234568,0.627062,0.987654,,,1.590222,,1.776593,9.567901,,
2002-11-20,,1.464717,9.047909,,,7.31061,,122.437369,0.635393,0.998104,,,1.583591,,1.788103,9.663939,,
2002-11-21,,1.463723,8.929839,,,7.280247,,122.334064,0.631652,0.996612,,,1.579729,,1.778453,9.570759,,
2002-11-22,,1.468276,9.346468,,,7.453113,,122.585794,0.628891,0.997606,,,1.579908,,1.774541,9.399741,,
2002-11-23,,1.468276,9.346468,,,7.453113,,122.585794,0.628891,0.997606,,,1.579908,,1.774541,9.399741,,
2002-11-24,,1.468276,9.346468,,,7.453113,,122.585794,0.628891,0.997606,,,1.579908,,1.774541,9.399741,,
2002-11-25,,1.488743,9.103988,,,7.363049,,123.008582,0.639374,1.009591,,,1.574659,,1.786169,9.274003,,
2002-11-26,,1.486983,9.150656,,,7.34107,,122.018163,0.64561,1.009082,,,1.571443,,1.785873,9.237235,,
2002-11-27,,1.486552,9.139518,,,7.343608,,121.456633,0.644706,1.007354,,,1.574292,,1.796011,9.222121,,
2002-11-28,,1.484397,9.139823,,,7.329877,,122.176364,0.644957,1.006644,,,1.573787,,1.79243,9.295752,,
2002-11-29,,1.48625,9.07122,,,7.337463,,122.453914,0.642591,1.007354,,,1.570061,,1.788556,9.281455,,
2002-11-30,,1.48625,9.07122,,,7.337463,,122.453914,0.642591,1.007354,,,1.570061,,1.788556,9.281455,,
2002-12-01,,1.48625,9.07122,,,7.337463,,122.453914,0.642591,1.007354,,,1.570061,,1.788556,9.281455,,
2002-12-02,,1.496708,9.124202,,,7.391348,,124.749266,0.647959,1.013069,,,1.556479,,1.787965,9.300679,,
2002-12-03,,1.476974,9.066921,,,7.285542,,124.49082,0.637002,1.003311,,,1.556737,,1.788602,9.263871,,
2002-12-04,,1.469455,9.056398,,,7.263326,,124.525853,0.636155,0.998203,,,1.557896,,1.782192,9.129068,,
2002-12-05,,1.474027,9.05505,,,7.289961,,125.292763,0.637173,1.000901,,,1.559203,,1.782905,9.117906,,
2002-12-06,,1.470818,9.040676,,,7.286728,,124.945033,0.639416,0.9994,,,1.558165,,1.78363,9.257945,,
2002-12-07,,1.470818,9.040676,,,7.286728,,124.945033,0.639416,0.9994,,,1.558165,,1.78363,9.257945,,
2002-12-08,,1.470818,9.040676,,,7.286728,,124.945033,0.639416,0.9994,,,1.558165,,1.78363,9.257945,,
2002-12-09,,1.460121,9.000198,,,7.241157,,122.510651,0.632815,0.990786,,,1.560686,,1.776182,9.103339,,
2002-12-10,,1.457423,8.970824,,,7.244585,,123.291465,0.634359,0.989022,,,1.55949,,1.774899,8.932944,,
2002-12-11,,1.46419,9.023244,,,7.304162,,123.353531,0.635343,0.993345,,,1.558856,,1.78355,8.856958,,
2002-12-12,,1.454116,8.978633,,,7.238874,,122.636865,0.633911,0.98464,,,1.553269,,1.76664,8.935211,,
2002-12-13,,1.444868,8.944722,,,7.1493,,121.768907,0.629195,0.978378,,,1.554838,,1.765972,8.721945,,
2002-12-14,,1.444868,8.944722,,,7.1493,,121.768907,0.629195,0.978378,,,1.554838,,1.765972,8.721945,,
2002-12-15,,1.444868,8.944722,,,7.1493,,121.768907,0.629195,0.978378,,,1.554838,,1.765972,8.721945,,
2002-12-16,,1.446338,8.891892,,,7.132197,,121.073247,0.628672,0.97924,,,1.562769,,1.769487,8.729436,,
2002-12-17,,1.42932,8.824294,,,7.069952,,120.694674,0.623169,0.970214,,,1.556903,,1.759969,9.059086,,
2002-12-18,,1.431934,8.865723,,,7.131836,,121.435547,0.625195,0.976563,,,1.550977,,1.769531,8.954492,,
2002-12-19,,1.424608,8.872773,,,7.094325,,120.578215,0.623187,0.973425,,,1.554074,,1.768227,8.926604,,
2002-12-20,,1.425549,8.88981,,,7.106777,,120.711848,0.623988,0.975134,,,1.550366,,1.769381,8.923159,,
2002-12-21,,1.425549,8.88981,,,7.106777,,120.711848,0.623988,0.975134,,,1.550366,,1.769381,8.923159,,
2002-12-22,,1.425549,8.88981,,,7.106777,,120.711848,0.623988,0.975134,,,1.550366,,1.769381,8.923159,,
2002-12-23,,1.418012,8.865007,,,7.061856,,119.966933,0.625754,0.972573,,,1.552422,,1.778837,8.769792,,
2002-12-24,,1.412005,8.870921,,,7.07265,,120.221445,0.627331,0.971251,,,1.551671,,1.773699,8.870726,,
2002-12-25,,1.412005,8.870921,,,7.07265,,120.221445,0.626943,0.971251,,,1.551671,,1.773699,8.867521,,
2002-12-26,,1.412005,8.859751,,,7.07265,,120.221445,0.628594,0.971251,,,1.551671,,1.773699,8.889763,,
2002-12-27,,1.403913,8.837606,,,7.019564,,119.940247,0.62712,0.963763,,,1.568427,,1.777756,8.752506,,
2002-12-28,,1.403913,8.837606,,,7.019564,,119.940247,0.62712,0.963763,,,1.568427,,1.777756,8.752506,,
2002-12-29,,1.403913,8.837606,,,7.019564,,119.940247,0.62712,0.963763,,,1.568427,,1.777756,8.752506,,
2002-12-30,,1.395893,8.787181,,,6.985703,,119.23815,0.626559,0.959509,,,1.571771,,1.77653,8.713874,,
2002-12-31,,1.384953,8.741776,,,6.940021,,118.613522,0.622008,0.953562,,,1.578144,,1.769429,8.571946,,
2003-01-01,,1.384953,8.708592,,,6.940021,,118.613522,0.620196,0.953562,,,1.578144,,1.769429,8.550205,,
2003-01-02,,1.390772,8.729562,,,6.946678,,119.088646,0.621673,0.957304,,,1.572085,,1.776182,8.442753,,
2003-01-03,,1.400597,8.748557,,,6.961605,,119.861432,0.622787,0.962279,,,1.56505,,1.774442,8.451116,,
2003-01-04,,1.400597,8.748557,,,6.961605,,119.861432,0.622787,0.962279,,,1.56505,,1.774442,8.451116,,
2003-01-05,,1.400597,8.748557,,,6.961605,,119.861432,0.622787,0.962279,,,1.56505,,1.774442,8.451116,,
2003-01-06,,1.388539,8.643593,,,6.905034,,118.611747,0.619947,0.953471,,,1.562071,,1.74304,8.477689,,
2003-01-07,,1.397122,8.68777,,,6.928058,,119.731415,0.622542,0.959233,,,1.559424,,1.741966,8.604796,,
2003-01-08,,1.405609,8.759757,,,6.967332,,120.36234,0.627253,0.96367,,,1.564132,,1.747326,8.678327,,
2003-01-09,,1.389264,8.680784,,,6.889217,,119.120586,0.620824,0.951746,,,1.558104,,1.729514,8.530979,,
2003-01-10,,1.390269,8.711321,,,6.894221,,119.699134,0.627154,0.952109,,,1.550509,,1.723984,8.547272,,
2003-01-11,,1.390269,8.711321,,,6.894221,,119.699134,0.627154,0.952109,,,1.550509,,1.723984,8.547272,,
2003-01-12,,1.390269,8.711321,,,6.894221,,119.699134,0.627154,0.952109,,,1.550509,,1.723984,8.547272,,
2003-01-13,,1.38525,8.687459,,,6.93952,,119.196132,0.624135,0.947957,,,1.540241,,1.716656,8.623187,,
2003-01-14,,1.382528,8.659544,,,6.929186,,118.218777,0.622294,0.945448,,,1.541174,,1.712678,8.826416,,
2003-01-15,,1.390462,8.707391,,,6.924758,,118.250048,0.624834,0.950029,,,1.542276,,1.712331,8.759928,,
2003-01-16,,1.384513,8.68847,,,6.879496,,118.080273,0.623533,0.946611,,,1.53351,,1.706551,8.823457,,
2003-01-17,,1.370447,8.634529,,,6.833928,,117.668044,0.620916,0.938791,,,1.530605,,1.69095,8.866222,,
2003-01-18,,1.370447,8.634529,,,6.833928,,117.668044,0.620916,0.938791,,,1.530605,,1.69095,8.866222,,
2003-01-19,,1.370447,8.634529,,,6.833928,,117.668044,0.620916,0.938791,,,1.530605,,1.69095,8.866222,,
2003-01-20,,1.371257,8.626772,,,6.872712,,118.238994,0.623486,0.938703,,,1.536375,,1.694922,8.883132,,
2003-01-21,,1.37182,8.678494,,,6.969398,,118.745893,0.623674,0.938703,,,1.535905,,1.702243,9.052755,,
2003-01-22,,1.364247,8.630248,,,6.901941,,118.035081,0.617186,0.93301,,,1.530883,,1.704889,8.972103,,
2003-01-23,,1.36116,8.606861,,,6.947569,,117.951102,0.615785,0.929627,,,1.525425,,1.690992,8.733197,,
2003-01-24,,1.360627,8.563798,,,6.914874,,118.221439,0.614707,0.9273,,,1.525223,,1.690931,8.75714,,
2003-01-25,,1.360627,8.563798,,,6.914874,,118.221439,0.614707,0.9273,,,1.525223,,1.690931,8.75714,,
2003-01-26,,1.360627,8.563798,,,6.914874,,118.221439,0.614707,0.9273,,,1.525223,,1.690931,8.75714,,
2003-01-27,,1.350138,8.489236,,,6.880405,,118.160074,0.609384,0.919963,,,1.518307,,1.687029,8.712603,,
2003-01-28,,1.358531,8.54876,,,6.911084,,118.865655,0.611769,0.925241,,,1.526739,,1.699389,8.775259,,
2003-01-29,,1.351951,8.464575,,,6.866029,,118.034597,0.604067,0.920132,,,1.522175,,1.692584,8.546559,,
2003-01-30,,1.364161,8.546985,,,6.919892,,119.81764,0.608206,0.930406,,,1.526796,,1.701247,8.655843,,
2003-01-31,,1.357433,8.551683,,,6.909209,,119.369453,0.604197,0.924556,,,1.53125,,1.700906,8.418269,,
2003-02-01,,1.357433,8.551683,,,6.909209,,119.369453,0.604197,0.924556,,,1.53125,,1.700906,8.418269,,
2003-02-02,,1.357433,8.551683,,,6.909209,,119.369453,0.604197,0.924556,,,1.53125,,1.700906,8.418269,,
2003-02-03,,1.367043,8.600522,,,6.978283,,120.961879,0.610681,0.932053,,,1.519527,,1.715444,8.548234,,
2003-02-04,,1.353909,8.534652,,,6.948808,,120.486047,0.609592,0.924044,,,1.516818,,1.696636,8.354463,,
2003-02-05,,1.344271,8.470944,,,6.911091,,118.63428,0.601925,0.91659,,,1.514482,,1.688818,8.310724,,
2003-02-06,,1.356053,8.494405,,,6.928697,,120.086932,0.611764,0.924813,,,1.524091,,1.693517,8.350689,,
2003-02-07,,1.35944,8.486885,,,6.950598,,120.6692,0.614607,0.92687,,,1.523218,,1.694411,8.425155,,
2003-02-08,,1.35944,8.486885,,,6.950598,,120.6692,0.614607,0.92687,,,1.523218,,1.694411,8.425155,,
2003-02-09,,1.35944,8.486885,,,6.950598,,120.6692,0.614607,0.92687,,,1.523218,,1.694411,8.425155,,
2003-02-10,,1.357143,8.480292,,,6.89443,,120.123982,0.609641,0.925241,,,1.522761,,1.686714,8.490933,,
2003-02-11,,1.37054,8.56006,,,6.967588,,121.427237,0.619186,0.934056,,,1.528676,,1.698113,8.413973,,
2003-02-12,,1.368652,8.508061,,,6.962073,,121.05116,0.617463,0.93188,,,1.528562,,1.689498,8.352157,,
2003-02-13,,1.364659,8.468396,,,6.996189,,121.277189,0.622049,0.929541,,,1.525469,,1.693252,8.383807,,
2003-02-14,,1.361067,8.442046,,,6.972575,,120.244603,0.619012,0.926526,,,1.518855,,1.684981,8.310757,,
2003-02-15,,1.361067,8.442046,,,6.972575,,120.244603,0.619012,0.926526,,,1.518855,,1.684981,8.310757,,
2003-02-16,,1.361067,8.442046,,,6.972575,,120.244603,0.619012,0.926526,,,1.518855,,1.684981,8.310757,,
2003-02-17,,1.37234,8.496174,,,7.021743,,120.306084,0.625607,0.933184,,,1.52249,,1.696342,8.395763,,
2003-02-18,,1.372783,8.519694,,,7.018854,,118.639164,0.626377,0.933358,,,1.523707,,1.693112,8.391824,,
2003-02-19,,1.371279,8.496314,,,7.022954,,118.997854,0.627788,0.933097,,,1.514323,,1.687039,8.31604,,
2003-02-20,,1.364025,8.464647,,,6.97064,,118.963114,0.6304,0.929109,,,1.506271,,1.677878,8.139273,,
2003-02-21,,1.356154,8.416221,,,6.960233,,117.927662,0.629267,0.922679,,,1.505444,,1.668297,8.033862,,
2003-02-22,,1.356154,8.416221,,,6.960233,,117.927662,0.629267,0.922679,,,1.505444,,1.668297,8.033862,,
2003-02-23,,1.356154,8.416221,,,6.960233,,117.927662,0.629267,0.922679,,,1.505444,,1.668297,8.033862,,
2003-02-24,,1.365544,8.510027,,,7.079097,,119.046731,0.634549,0.932749,,,1.497435,,1.661226,8.162578,,
2003-02-25,,1.3553,8.45879,,,7.074903,,117.143122,0.634212,0.92816,,,1.490533,,1.651105,8.094765,,
2003-02-26,,1.3599,8.45485,,,7.130568,,117.520692,0.633684,0.929973,,,1.49549,,1.651353,8.112527,,
2003-02-27,,1.350859,8.420717,,,7.154408,,116.873036,0.628442,0.924044,,,1.489558,,1.644982,7.953705,,
2003-02-28,,1.35383,8.489612,,,7.166574,,118.36394,0.636431,0.927472,,,1.492116,,1.652384,8.087368,,
2003-03-01,,1.35383,8.489612,,,7.166574,,118.36394,0.636431,0.927472,,,1.492116,,1.652384,8.087368,,
2003-03-02,,1.35383,8.489612,,,7.166574,,118.36394,0.636431,0.927472,,,1.492116,,1.652384,8.087368,,
2003-03-03,,1.349074,8.516667,,,7.185648,,118.694444,0.638519,0.925926,,,1.484074,,1.634537,8.008519,,
2003-03-04,,1.335379,8.416522,,,7.11512,,117.767195,0.632842,0.915835,,,1.484477,,1.630919,7.982599,,
2003-03-05,,1.329746,8.374065,,,7.035838,,117.280686,0.624476,0.91191,,,1.473372,,1.621193,7.888929,,
2003-03-06,,1.335218,8.390039,,,7.158168,,117.394874,0.625103,0.912159,,,1.471951,,1.627292,8.032564,,
2003-03-07,,1.33128,8.357188,,,7.201286,,116.776882,0.621886,0.905879,,,1.464807,,1.621343,7.918109,,
2003-03-08,,1.33128,8.357188,,,7.201286,,116.776882,0.621886,0.905879,,,1.464807,,1.621343,7.918109,,
2003-03-09,,1.33128,8.357188,,,7.201286,,116.776882,0.621886,0.905879,,,1.464807,,1.621343,7.918109,,
2003-03-10,,1.326843,8.372306,,,7.19299,,116.881,0.624525,0.905633,,,1.463594,,1.62543,7.913421,,
2003-03-11,,1.323285,8.394856,,,7.138087,,116.651625,0.619675,0.902527,,,1.462906,,1.637455,7.887816,,
2003-03-12,,1.331157,8.418299,,,7.119967,,117.02938,0.618063,0.906783,,,1.472615,,1.672651,8.005894,,
2003-03-13,,1.350055,8.500552,,,7.20729,,117.921576,0.625644,0.920471,,,1.483524,,1.688697,8.150405,,
