,TRY,CHF,SEK,RUB,NZL,NOK,MXN,JPY,GBP,EUR,CNH,CLP,CAD,ARB,AUD,ZAR,USD,BRL
2000-01-01,,1.59775,8.523293,,,8.039518,,102.259606,0.618853,0.995421,,,1.454111,,1.535138,6.15867,,
2000-01-02,,1.59775,8.523293,,,8.039518,,102.259606,0.618853,0.995421,,,1.454111,,1.535138,6.15867,,
2000-01-03,,1.58999,8.475719,,,7.990089,,101.833499,0.619029,0.99108,,,1.444698,,1.520912,6.145986,,
2000-01-04,,1.557787,8.366327,,,7.908782,,102.74624,0.610966,0.970403,,,1.449393,,1.5213,6.12198,,
2000-01-05,,1.548997,8.33478,,,7.914738,,103.530093,0.609954,0.964506,,,1.453029,,1.521316,6.072531,,
2000-01-06,,1.546785,8.321621,,,7.896611,,104.659222,0.606662,0.962649,,,1.452734,,1.523681,6.093955,,
2000-01-07,,1.563497,8.406262,,,7.968203,,105.105018,0.608907,0.972384,,,1.459549,,1.530338,6.066997,,
2000-01-08,,1.563497,8.406262,,,7.968203,,105.105018,0.608907,0.972384,,,1.459549,,1.530338,6.066997,,
2000-01-09,,1.563497,8.406262,,,7.968203,,105.105018,0.608907,0.972384,,,1.459549,,1.530338,6.066997,,
2000-01-10,,1.572881,8.463193,,,8.006648,,104.858735,0.61091,0.977613,,,1.454003,,1.523805,6.082999,,
2000-01-11,,1.56913,8.445788,,,8.002633,,106.132995,0.609497,0.975039,,,1.458951,,1.527301,6.07498,,
2000-01-12,,1.5617,8.413368,,,7.970508,,105.840124,0.606616,0.97012,,,1.45683,,1.518529,6.078386,,
2000-01-13,,1.567828,8.415239,,,7.959809,,105.965356,0.6087,0.973141,,,1.449689,,1.503503,6.062962,,
2000-01-14,,1.577506,8.433252,,,7.957457,,105.672372,0.608411,0.977995,,,1.449291,,1.499462,6.072958,,
2000-01-15,,1.577506,8.433252,,,7.957457,,105.672372,0.608411,0.977995,,,1.449291,,1.499462,6.072958,,
2000-01-16,,1.577506,8.433252,,,7.957457,,105.672372,0.608411,0.977995,,,1.449291,,1.499462,6.072958,,
2000-01-17,,1.598573,8.484248,,,8.021102,,104.824648,0.612245,0.990688,,,1.451456,,1.507034,6.072518,,
2000-01-18,,1.598236,8.491529,,,8.031804,,105.439413,0.611711,0.990786,,,1.449123,,1.508174,6.078966,,
2000-01-19,,1.59525,8.49431,,,7.991588,,105.878278,0.610787,0.989609,,,1.44948,,1.506383,6.104998,,
2000-01-20,,1.600456,8.515215,,,8.015165,,105.501041,0.607295,0.991179,,,1.449599,,1.504807,6.10001,,
2000-01-21,,1.594731,8.504011,,,7.999406,,104.516193,0.605427,0.990393,,,1.446667,,1.506883,6.10003,,
2000-01-22,,1.594731,8.504011,,,7.999406,,104.516193,0.605427,0.990393,,,1.446667,,1.506883,6.10003,,
2000-01-23,,1.594731,8.504011,,,7.999406,,104.516193,0.605427,0.990393,,,1.446667,,1.506883,6.10003,,
2000-01-24,,1.609255,8.535953,,,8.023836,,105.255809,0.604568,0.997307,,,1.442106,,1.525381,6.141019,,
2000-01-25,,1.610811,8.505695,,,8.035072,,105.605516,0.607814,0.999201,,,1.443245,,1.526279,6.163669,,
2000-01-26,,1.608544,8.523306,,,8.053698,,105.838906,0.608244,0.998104,,,1.437768,,1.525302,6.150015,,
2000-01-27,,1.615176,8.556034,,,8.100942,,105.683641,0.610365,1.002406,,,1.436548,,1.532578,6.164495,,
2000-01-28,,1.636982,8.655565,,,8.168156,,105.341186,0.614439,1.015435,,,1.439683,,1.541227,6.279955,,
2000-01-29,,1.636982,8.655565,,,8.168156,,105.341186,0.614439,1.015435,,,1.439683,,1.541227,6.279955,,
2000-01-30,,1.636982,8.655565,,,8.168156,,105.341186,0.614439,1.015435,,,1.439683,,1.541227,6.279955,,
2000-01-31,,1.643448,8.783577,,,8.25503,,106.853233,0.617608,1.021346,,,1.449801,,1.575937,6.293535,,
2000-02-01,,1.655819,8.84243,,,8.314109,,107.744593,0.619979,1.029866,,,1.454274,,1.573326,6.3,,
2000-02-02,,1.656993,8.76608,,,8.251003,,108.582896,0.622723,1.029124,,,1.450859,,1.571781,6.255532,,
2000-02-03,,1.649877,8.703837,,,8.25554,,108.514567,0.624333,1.025851,,,1.440808,,1.577965,6.265183,,
2000-02-04,,1.634672,8.613625,,,8.218607,,107.768175,0.629893,1.016777,,,1.441993,,1.583122,6.285003,,
2000-02-05,,1.634672,8.613625,,,8.218607,,107.768175,0.629893,1.016777,,,1.441993,,1.583122,6.285003,,
2000-02-06,,1.634672,8.613625,,,8.218607,,107.768175,0.629893,1.016777,,,1.441993,,1.583122,6.285003,,
2000-02-07,,1.644824,8.664892,,,8.251254,,108.549196,0.628033,1.023856,,,1.438006,,1.562506,6.306542,,
2000-02-08,,1.623145,8.558013,,,8.151065,,108.96698,0.624255,1.009795,,,1.44946,,1.578714,6.308189,,
2000-02-09,,1.619891,8.551943,,,8.136199,,108.878599,0.620999,1.006644,,,1.442923,,1.572378,6.295249,,
2000-02-10,,1.627483,8.593433,,,8.177442,,108.542764,0.620794,1.013377,,,1.450851,,1.57955,6.338974,,
2000-02-11,,1.6382,8.613917,,,8.202734,,109.601061,0.626059,1.020304,,,1.446077,,1.584124,6.397,,
2000-02-12,,1.6382,8.613917,,,8.202734,,109.601061,0.626059,1.020304,,,1.446077,,1.584124,6.397,,
2000-02-13,,1.6382,8.613917,,,8.202734,,109.601061,0.626059,1.020304,,,1.446077,,1.584124,6.397,,
2000-02-14,,1.628256,8.599372,,,8.188406,,108.29026,0.628458,1.013479,,,1.450086,,1.584676,6.331509,,
2000-02-15,,1.642565,8.686848,,,8.251687,,108.877071,0.629883,1.022704,,,1.458274,,1.595111,6.372469,,
2000-02-16,,1.635659,8.71787,,,8.274684,,109.108527,0.625153,1.019992,,,1.456446,,1.584149,6.355467,,
2000-02-17,,1.6173,8.647041,,,8.223107,,110.19256,0.620829,1.008166,,,1.452667,,1.577377,6.30245,,
2000-02-18,,1.626458,8.661357,,,8.26367,,110.85523,0.623313,1.014507,,,1.449528,,1.585371,6.315005,,
2000-02-19,,1.626458,8.661357,,,8.26367,,110.85523,0.623313,1.014507,,,1.449528,,1.585371,6.315005,,
2000-02-20,,1.626458,8.661357,,,8.26367,,110.85523,0.623313,1.014507,,,1.449528,,1.585371,6.315005,,
2000-02-21,,1.626357,8.696358,,,8.288526,,111.321903,0.625038,1.014507,,,1.45247,,1.594501,6.332251,,
2000-02-22,,1.603672,8.566653,,,8.173518,,110.866095,0.621233,0.997805,,,1.455398,,1.594093,6.314009,,
2000-02-23,,1.599623,8.535459,,,8.140147,,111.124354,0.620977,0.993246,,,1.465435,,1.611542,6.279996,,
2000-02-24,,1.626692,8.645181,,,8.231461,,110.678925,0.625177,1.010305,,,1.462821,,1.623257,6.335017,,
2000-02-25,,1.638948,8.687965,,,8.282381,,110.863141,0.627229,1.019056,,,1.453684,,1.613574,6.30001,,
2000-02-26,,1.638948,8.687965,,,8.282381,,110.863141,0.627229,1.019056,,,1.453684,,1.613574,6.30001,,
2000-02-27,,1.638948,8.687965,,,8.282381,,110.863141,0.627229,1.019056,,,1.453684,,1.613574,6.30001,,
2000-02-28,,1.666563,8.732234,,,8.364457,,109.160701,0.629941,1.037452,,,1.449217,,1.629837,6.337483,,
2000-02-29,,1.654005,8.680255,,,8.318406,,109.954705,0.63146,1.029442,,,1.451204,,1.626004,6.35001,,
2000-03-01,,1.661943,8.715217,,,8.360919,,108.254888,0.633392,1.034447,,,1.444916,,1.652012,6.35254,,
2000-03-02,,1.652956,8.680206,,,8.298201,,107.33162,0.631362,1.028278,,,1.452237,,1.640308,6.368021,,
2000-03-03,,1.663009,8.769024,,,8.369396,,107.847603,0.633295,1.035304,,,1.454705,,1.647479,6.47303,,
2000-03-04,,1.663009,8.769024,,,8.369396,,107.847603,0.633295,1.035304,,,1.454705,,1.647479,6.47303,,
2000-03-05,,1.663009,8.769024,,,8.369396,,107.847603,0.633295,1.035304,,,1.454705,,1.647479,6.47303,,
2000-03-06,,1.66722,8.75778,,,8.378112,,107.334025,0.633921,1.037344,,,1.449793,,1.655602,6.480705,,
2000-03-07,,1.676535,8.792349,,,8.426978,,107.369957,0.635463,1.042427,,,1.453039,,1.655269,6.517982,,
2000-03-08,,1.683014,8.834748,,,8.472179,,107.136121,0.633239,1.047889,,,1.458346,,1.647386,6.500681,,
2000-03-09,,1.670237,8.785358,,,8.44166,,106.530782,0.632903,1.039933,,,1.457987,,1.632903,6.454971,,
2000-03-10,,1.672527,8.781338,,,8.42557,,106.387184,0.634037,1.040258,,,1.454385,,1.628836,6.375013,,
2000-03-11,,1.672527,8.781338,,,8.42557,,106.387184,0.634037,1.040258,,,1.454385,,1.628836,6.375013,,
2000-03-12,,1.672527,8.781338,,,8.42557,,106.387184,0.634037,1.040258,,,1.454385,,1.628836,6.375013,,
2000-03-13,,1.657884,8.667147,,,8.357863,,105.218197,0.632565,1.02923,,,1.458007,,1.628139,6.445039,,
2000-03-14,,1.675052,8.72973,,,8.441788,,104.91684,0.636486,1.039501,,,1.460915,,1.624844,6.423493,,
2000-03-15,,1.670468,8.722919,,,8.437856,,105.462838,0.636467,1.036592,,,1.465948,,1.631284,6.471027,,
2000-03-16,,1.667391,8.726586,,,8.44303,,105.277864,0.636966,1.034875,,,1.466418,,1.630239,6.464969,,
2000-03-17,,1.667287,8.70244,,,8.430521,,105.77957,0.635443,1.033912,,,1.476117,,1.641956,6.468983,,
2000-03-18,,1.667287,8.70244,,,8.430521,,105.77957,0.635443,1.033912,,,1.476117,,1.641956,6.468983,,
2000-03-19,,1.667287,8.70244,,,8.430521,,105.77957,0.635443,1.033912,,,1.476117,,1.641956,6.468983,,
2000-03-20,,1.659907,8.669583,,,8.41019,,106.752445,0.638291,1.029336,,,1.470098,,1.650849,6.489449,,
2000-03-21,,1.661272,8.65117,,,8.417689,,106.648799,0.636635,1.030822,,,1.469848,,1.641996,6.481703,,
2000-03-22,,1.676039,8.709778,,,8.484328,,107.133188,0.637822,1.041341,,,1.468916,,1.647089,6.454962,,
2000-03-23,,1.661661,8.670775,,,8.39478,,107.580779,0.632146,1.035626,,,1.470899,,1.653687,6.482498,,
2000-03-24,,1.64035,8.62069,,,8.368502,,107.143592,0.629439,1.029336,,,1.465569,,1.647452,6.476994,,
2000-03-25,,1.64035,8.62069,,,8.368502,,107.143592,0.629439,1.029336,,,1.465569,,1.647452,6.476994,,
2000-03-26,,1.64035,8.62069,,,8.368502,,107.143592,0.629439,1.029336,,,1.465569,,1.647452,6.476994,,
2000-03-27,,1.637974,8.587315,,,8.367998,,106.847199,0.62675,1.029654,,,1.462829,,1.628707,6.468493,,
2000-03-28,,1.648595,8.57365,,,8.376697,,106.343941,0.631077,1.036592,,,1.457448,,1.629626,6.482533,,
2000-03-29,,1.661371,8.617788,,,8.426526,,105.319816,0.630435,1.045151,,,1.456417,,1.644544,6.553721,,
2000-03-30,,1.664992,8.634223,,,8.457875,,105.023548,0.62899,1.046572,,,1.457038,,1.633804,6.581476,,
2000-03-31,,1.665131,8.670051,,,8.466974,,103.140375,0.626505,1.046792,,,1.452842,,1.655082,6.581493,,
2000-04-01,,1.665131,8.670051,,,8.466974,,103.140375,0.626505,1.046792,,,1.452842,,1.655082,6.581493,,
2000-04-02,,1.665131,8.670051,,,8.466974,,103.140375,0.626505,1.046792,,,1.452842,,1.655082,6.581493,,
2000-04-03,,1.66102,8.673149,,,8.47867,,104.841071,0.627353,1.045588,,,1.450544,,1.645859,6.567545,,
2000-04-04,,1.658314,8.702558,,,8.507549,,105.619627,0.626022,1.048438,,,1.451248,,1.657475,6.542462,,
2000-04-05,,1.626383,8.610565,,,8.432751,,105.148351,0.629381,1.033805,,,1.455391,,1.649333,6.596506,,
2000-04-06,,1.633766,8.624935,,,8.44987,,104.976623,0.631169,1.038961,,,1.448935,,1.65839,6.582026,,
2000-04-07,,1.644396,8.649937,,,8.497491,,105.301129,0.632267,1.045588,,,1.455144,,1.677436,6.574237,,
2000-04-08,,1.644396,8.649937,,,8.497491,,105.301129,0.632267,1.045588,,,1.455144,,1.677436,6.574237,,
2000-04-09,,1.644396,8.649937,,,8.497491,,105.301129,0.632267,1.045588,,,1.455144,,1.677436,6.574237,,
2000-04-10,,1.640355,8.630865,,,8.494786,,106.277372,0.632325,1.042753,,,1.458707,,1.671011,6.535036,,
2000-04-11,,1.638316,8.617886,,,8.522514,,106.952262,0.631124,1.042318,,,1.461017,,1.678028,6.589014,,
2000-04-12,,1.644215,8.658626,,,8.519737,,105.586884,0.630535,1.044277,,,1.463868,,1.678989,6.552527,,
2000-04-13,,1.650204,8.691937,,,8.543567,,105.997693,0.629024,1.048548,,,1.460732,,1.668869,6.584985,,
2000-04-14,,1.649581,8.696541,,,8.541929,,105.72327,0.630608,1.048218,,,1.474109,,1.677044,6.580713,,
2000-04-15,,1.649581,8.696541,,,8.541929,,105.72327,0.630608,1.048218,,,1.474109,,1.677044,6.580713,,
2000-04-16,,1.649581,8.696541,,,8.541929,,105.72327,0.630608,1.048218,,,1.474109,,1.677044,6.580713,,
2000-04-17,,1.638567,8.701034,,,8.573592,,103.833699,0.629479,1.044605,,,1.481667,,1.688917,6.633553,,
2000-04-18,,1.654207,8.736443,,,8.610614,,104.211856,0.632094,1.052964,,,1.489102,,1.685374,6.615036,,
2000-04-19,,1.664517,8.733749,,,8.638939,,104.418138,0.632386,1.056971,,,1.479125,,1.674242,6.629955,,
2000-04-20,,1.677368,8.792875,,,8.708938,,104.916809,0.632892,1.066553,,,1.473443,,1.68462,6.672462,,
2000-04-21,,1.677368,8.792875,,,8.708938,,104.916809,0.632892,1.066553,,,1.473443,,1.68462,6.672462,,
2000-04-22,,1.677368,8.792875,,,8.708938,,104.916809,0.632892,1.066553,,,1.473443,,1.68462,6.672462,,
2000-04-23,,1.677368,8.792875,,,8.708938,,104.916809,0.632892,1.066553,,,1.473443,,1.68462,6.672462,,
2000-04-24,,1.677368,8.792875,,,8.708938,,104.916809,0.632892,1.066553,,,1.473443,,1.68462,6.672462,,
2000-04-25,,1.689099,8.861535,,,8.775532,,105.514943,0.633842,1.075038,,,1.475382,,1.681036,6.735003,,
2000-04-26,,1.710106,8.900794,,,8.869248,,106.439682,0.633852,1.087784,,,1.467638,,1.697814,6.735016,,
2000-04-27,,1.717996,8.935938,,,8.921751,,106.482593,0.635927,1.091346,,,1.478009,,1.699771,6.808687,,
2000-04-28,,1.729224,8.959824,,,8.968079,,107.297744,0.637755,1.100715,,,1.481233,,1.711833,6.848652,,
2000-04-29,,1.729224,8.959824,,,8.968079,,107.297744,0.637755,1.100715,,,1.481233,,1.711833,6.848652,,
2000-04-30,,1.729224,8.959824,,,8.968079,,107.297744,0.637755,1.100715,,,1.481233,,1.711833,6.848652,,
2000-05-01,,1.729224,8.946395,,,8.957622,,107.297744,0.648542,1.100715,,,1.481233,,1.711833,6.813319,,
2000-05-02,,1.711167,8.885586,,,8.899956,,108.764809,0.639315,1.096972,,,1.477073,,1.70667,6.73903,,
2000-05-03,,1.729047,9.044317,,,9.033322,,109.345899,0.642881,1.121957,,,1.486817,,1.700438,6.859643,,
2000-05-04,,1.729295,9.066167,,,9.057785,,108.807421,0.64558,1.117693,,,1.493238,,1.693864,6.93495,,
2000-05-05,,1.721616,9.065004,,,9.037177,,108.203473,0.654052,1.11309,,,1.497885,,1.686999,6.941897,,
2000-05-06,,1.721616,9.065004,,,9.037177,,108.203473,0.654052,1.11309,,,1.497885,,1.686999,6.941897,,
2000-05-07,,1.721616,9.065004,,,9.037177,,108.203473,0.654052,1.11309,,,1.497885,,1.686999,6.941897,,
2000-05-08,,1.730786,9.101653,,,9.102659,,108.545576,0.654044,1.117069,,,1.489053,,1.701072,6.956881,,
2000-05-09,,1.724326,9.112943,,,9.102473,,109.434172,0.659612,1.113834,,,1.494542,,1.731455,7.151481,,
2000-05-10,,1.713407,9.021192,,,8.976062,,108.850335,0.657516,1.098056,,,1.492588,,1.714286,7.001977,,
2000-05-11,,1.713735,9.117744,,,9.067518,,108.525168,0.660645,1.101443,,,1.494107,,1.736425,6.968829,,
2000-05-12,,1.719792,9.121719,,,9.051944,,108.550227,0.670838,1.107542,,,1.48754,,1.731753,7.121276,,
2000-05-13,,1.719792,9.121719,,,9.051944,,108.550227,0.670838,1.107542,,,1.48754,,1.731753,7.121276,,
2000-05-14,,1.719792,9.121719,,,9.051944,,108.550227,0.670838,1.107542,,,1.48754,,1.731753,7.121276,,
2000-05-15,,1.700448,9.012135,,,8.907073,,109.40199,0.659998,1.093255,,,1.487701,,1.742211,7.031158,,
2000-05-16,,1.712631,9.047766,,,8.995808,,109.089906,0.664975,1.103144,,,1.486486,,1.738555,7.018753,,
2000-05-17,,1.735934,9.206904,,,9.149854,,109.818426,0.670253,1.120825,,,1.489464,,1.762273,7.11141,,
2000-05-18,,1.737195,9.13431,,,9.136658,,109.147842,0.674569,1.118318,,,1.503355,,1.764706,7.131067,,
2000-05-19,,1.747831,9.230423,,,9.198873,,107.819718,0.680563,1.126761,,,1.501296,,1.754366,7.263775,,
2000-05-20,,1.747831,9.230423,,,9.198873,,107.819718,0.680563,1.126761,,,1.501296,,1.754366,7.263775,,
2000-05-21,,1.747831,9.230423,,,9.198873,,107.819718,0.680563,1.126761,,,1.501296,,1.754366,7.263775,,
2000-05-22,,1.725222,9.251667,,,9.107778,,107.3,0.672222,1.111111,,,1.494444,,1.751778,7.148778,,
2000-05-23,,1.715728,9.150148,,,9.078477,,106.793985,0.67413,1.097574,,,1.494457,,1.734167,7.048184,,
2000-05-24,,1.719169,9.15366,,,9.08991,,107.254342,0.672895,1.099143,,,1.507364,,1.748516,7.066608,,
2000-05-25,,1.734217,9.275693,,,9.208329,,107.794232,0.690012,1.113462,,,1.514308,,1.760383,7.268456,,
2000-05-26,,1.710817,9.151263,,,9.069233,,107.426446,0.684896,1.093733,,,1.502023,,1.750191,7.241934,,
2000-05-27,,1.710817,9.151263,,,9.069233,,107.426446,0.684896,1.093733,,,1.502023,,1.750191,7.241934,,
2000-05-28,,1.710817,9.151263,,,9.069233,,107.426446,0.684896,1.093733,,,1.502023,,1.750191,7.241934,,
2000-05-29,,1.692615,9.096847,,,8.95271,,107.233859,0.670266,1.07968,,,1.502375,,1.742604,7.113043,,
2000-05-30,,1.679453,8.967838,,,8.899455,,106.635324,0.663319,1.06849,,,1.502831,,1.732023,6.946682,,
2000-05-31,,1.689348,9.018596,,,8.936902,,107.384715,0.670321,1.074922,,,1.502956,,1.746748,7.004837,,
2000-06-01,,1.687031,8.932154,,,8.904609,,108.69239,0.66806,1.071811,,,1.496034,,1.747696,6.961951,,
2000-06-02,,1.681347,8.918226,,,8.866916,,108.626403,0.668733,1.068947,,,1.49054,,1.741849,6.999786,,
2000-06-03,,1.681347,8.918226,,,8.866916,,108.626403,0.668733,1.068947,,,1.49054,,1.741849,6.999786,,
2000-06-04,,1.681347,8.918226,,,8.866916,,108.626403,0.668733,1.068947,,,1.49054,,1.741849,6.999786,,
2000-06-05,,1.667974,8.836001,,,8.782996,,107.611576,0.660871,1.060108,,,1.47408,,1.713559,6.935439,,
2000-06-06,,1.659462,8.7767,,,8.740116,,106.736953,0.659146,1.054296,,,1.477807,,1.717132,6.984924,,
2000-06-07,,1.640779,8.704731,,,8.650827,,105.714884,0.659619,1.046682,,,1.475089,,1.697718,7.027214,,
2000-06-08,,1.62019,8.64398,,,8.608813,,105.62681,0.654013,1.03434,,,1.476107,,1.687526,6.971038,,
2000-06-09,,1.650263,8.800843,,,8.75764,,106.87039,0.666491,1.053741,,,1.47334,,1.706639,7.030348,,
2000-06-10,,1.650263,8.800843,,,8.75764,,106.87039,0.666491,1.053741,,,1.47334,,1.706639,7.030348,,
2000-06-11,,1.650263,8.800843,,,8.75764,,106.87039,0.666491,1.053741,,,1.47334,,1.706639,7.030348,,
2000-06-12,,1.639971,8.708933,,,8.702635,,106.591792,0.661488,1.049648,,,1.475596,,1.696442,7.021833,,
2000-06-13,,1.630805,8.620996,,,8.650214,,106.490661,0.663675,1.043515,,,1.471564,,1.67745,7.025984,,
2000-06-14,,1.624222,8.493566,,,8.557493,,106.392694,0.661789,1.037775,,,1.47032,,1.660025,6.890203,,
2000-06-15,,1.643007,8.638282,,,8.642377,,105.963881,0.662747,1.049979,,,1.471126,,1.664742,6.895212,,
2000-06-16,,1.632096,8.641924,,,8.614741,,106.27287,0.666074,1.045478,,,1.473811,,1.64391,6.890329,,
2000-06-17,,1.632096,8.641924,,,8.614741,,106.27287,0.666074,1.045478,,,1.473811,,1.64391,6.890329,,
2000-06-18,,1.632096,8.641924,,,8.614741,,106.27287,0.666074,1.045478,,,1.473811,,1.64391,6.890329,,
2000-06-19,,1.620124,8.587137,,,8.572614,,105.6639,0.65695,1.037344,,,1.467116,,1.662033,6.8111,,
2000-06-20,,1.633152,8.655378,,,8.634934,,105.493814,0.659048,1.048438,,,1.467603,,1.655064,6.914343,,
2000-06-21,,1.639071,8.703273,,,8.684266,,105.343189,0.664942,1.055966,,,1.472017,,1.666631,6.892714,,
2000-06-22,,1.64285,8.798511,,,8.726209,,105.369484,0.658161,1.063264,,,1.475385,,1.66773,6.885061,,
2000-06-23,,1.64889,8.79847,,,8.689047,,104.238819,0.661532,1.062361,,,1.474132,,1.677255,6.849464,,
2000-06-24,,1.64889,8.79847,,,8.689047,,104.238819,0.661532,1.062361,,,1.474132,,1.677255,6.849464,,
2000-06-25,,1.64889,8.79847,,,8.689047,,104.238819,0.661532,1.062361,,,1.474132,,1.677255,6.849464,,
2000-06-26,,1.659483,8.967085,,,8.794897,,105.478718,0.670955,1.072156,,,1.487402,,1.681891,6.902005,,
2000-06-27,,1.647272,8.902244,,,8.733113,,105.478141,0.666525,1.063717,,,1.482715,,1.664717,6.850335,,
2000-06-28,,1.644079,8.895592,,,8.68136,,105.74615,0.661391,1.062135,,,1.480616,,1.663941,6.813702,,
2000-06-29,,1.636995,8.845854,,,8.59112,,104.755892,0.65888,1.052189,,,1.478535,,1.654987,6.826178,,
2000-06-30,,1.629971,8.788719,,,8.575241,,105.242779,0.656342,1.046463,,,1.481478,,1.663248,6.763081,,
2000-07-01,,1.629971,8.788719,,,8.575241,,105.242779,0.656342,1.046463,,,1.481478,,1.663248,6.763081,,
2000-07-02,,1.629971,8.788719,,,8.575241,,105.242779,0.656342,1.046463,,,1.481478,,1.663248,6.763081,,
2000-07-03,,1.638154,8.821974,,,8.615717,,105.951754,0.661329,1.053408,,,1.479933,,1.668598,6.816602,,
2000-07-04,,1.636766,8.842627,,,8.617055,,106.229577,0.661748,1.054074,,,1.481396,,1.672921,6.793296,,
2000-07-05,,1.628604,8.824578,,,8.590752,,106.668764,0.662263,1.048548,,,1.486736,,1.683339,6.774877,,
2000-07-06,,1.622721,8.845106,,,8.576294,,107.356948,0.659925,1.047998,,,1.487843,,1.694089,6.831377,,
2000-07-07,,1.630075,8.918064,,,8.604872,,107.413266,0.659707,1.054519,,,1.483708,,1.700939,6.849731,,
2000-07-08,,1.630075,8.918064,,,8.604872,,107.413266,0.659707,1.054519,,,1.483708,,1.700939,6.849731,,
2000-07-09,,1.630075,8.918064,,,8.604872,,107.413266,0.659707,1.054519,,,1.483708,,1.700939,6.849731,,
2000-07-10,,1.623543,8.886905,,,8.580279,,106.920088,0.661766,1.050089,,,1.480416,,1.684343,6.845952,,
2000-07-11,,1.628634,8.848746,,,8.577726,,106.822714,0.658549,1.049648,,,1.476435,,1.697071,6.795109,,
2000-07-12,,1.634172,8.792504,,,8.576692,,107.685019,0.658069,1.052742,,,1.477419,,1.69281,6.762817,,
2000-07-13,,1.661354,8.921596,,,8.722858,,107.091668,0.665847,1.069633,,,1.482618,,1.693443,6.863301,,
2000-07-14,,1.65625,8.93461,,,8.721104,,107.898116,0.669199,1.070205,,,1.483626,,1.711259,6.908283,,
2000-07-15,,1.65625,8.93461,,,8.721104,,107.898116,0.669199,1.070205,,,1.483626,,1.711259,6.908283,,
2000-07-16,,1.65625,8.93461,,,8.721104,,107.898116,0.669199,1.070205,,,1.483626,,1.711259,6.908283,,
2000-07-17,,1.653657,8.954127,,,8.733426,,108.693328,0.669376,1.06929,,,1.483854,,1.711185,6.918199,,
2000-07-18,,1.657436,8.959692,,,8.752272,,107.9119,0.660323,1.069176,,,1.480701,,1.713354,6.863359,,
2000-07-19,,1.678928,9.088542,,,8.865017,,108.072917,0.67003,1.085069,,,1.475152,,1.727431,6.993273,,
2000-07-20,,1.679826,9.090998,,,8.864425,,108.177874,0.66898,1.084599,,,1.477766,,1.730043,6.999024,,
2000-07-21,,1.656627,8.97896,,,8.739186,,108.437467,0.65855,1.068034,,,1.472071,,1.70298,6.917441,,
2000-07-22,,1.656627,8.97896,,,8.739186,,108.437467,0.65855,1.068034,,,1.472071,,1.70298,6.917441,,
2000-07-23,,1.656627,8.97896,,,8.739186,,108.437467,0.65855,1.068034,,,1.472071,,1.70298,6.917441,,
2000-07-24,,1.666845,8.984676,,,8.774111,,108.915559,0.659451,1.071582,,,1.468067,,1.704351,6.939563,,
2000-07-25,,1.651222,8.922104,,,8.698193,,109.22423,0.657917,1.062699,,,1.466844,,1.70797,6.93305,,
2000-07-26,,1.652716,8.963791,,,8.722045,,109.084132,0.6623,1.064963,,,1.466667,,1.694249,6.939297,,
2000-07-27,,1.65417,9.036958,,,8.722974,,108.914687,0.655022,1.065076,,,1.466929,,1.693258,6.886356,,
2000-07-28,,1.66947,9.118154,,,8.813066,,109.195774,0.660953,1.078051,,,1.472941,,1.698146,6.925722,,
2000-07-29,,1.66947,9.118154,,,8.813066,,109.195774,0.660953,1.078051,,,1.472941,,1.698146,6.925722,,
2000-07-30,,1.66947,9.118154,,,8.813066,,109.195774,0.660953,1.078051,,,1.472941,,1.698146,6.925722,,
2000-07-31,,1.674456,9.182733,,,8.88943,,109.315157,0.669155,1.0819,,,1.482419,,1.729525,6.971762,,
2000-08-01,,1.668826,9.161809,,,8.844991,,109.62867,0.661701,1.079447,,,1.48899,,1.723338,6.933722,,
2000-08-02,,1.689893,9.252899,,,8.936775,,109.166484,0.668672,1.093853,,,1.481514,,1.717458,6.977795,,
2000-08-03,,1.708573,9.317125,,,9.021932,,108.385024,0.67047,1.107665,,,1.48117,,1.715773,7.00288,,
2000-08-04,,1.712324,9.301296,,,8.985716,,108.537261,0.667479,1.107297,,,1.486436,,1.718193,6.981619,,
2000-08-05,,1.712324,9.301296,,,8.985716,,108.537261,0.667479,1.107297,,,1.486436,,1.718193,6.981619,,
2000-08-06,,1.712324,9.301296,,,8.985716,,108.537261,0.667479,1.107297,,,1.486436,,1.718193,6.981619,,
2000-08-07,,1.703435,9.190885,,,8.914575,,108.817701,0.660392,1.100837,,,1.494386,,1.706517,6.941766,,
2000-08-08,,1.706643,9.214878,,,8.967614,,108.544269,0.663424,1.105339,,,1.486902,,1.704101,6.95446,,
2000-08-09,,1.721052,9.28452,,,9.008136,,107.890338,0.667781,1.114454,,,1.487908,,1.727739,7.014042,,
2000-08-10,,1.710663,9.218248,,,8.956372,,108.437604,0.671243,1.107297,,,1.482892,,1.725723,6.985494,,
2000-08-11,,1.700723,9.127245,,,8.845817,,108.749452,0.658016,1.09505,,,1.483246,,1.719448,6.805081,,
2000-08-12,,1.700723,9.127245,,,8.845817,,108.749452,0.658016,1.09505,,,1.483246,,1.719448,6.805081,,
2000-08-13,,1.700723,9.127245,,,8.845817,,108.749452,0.658016,1.09505,,,1.483246,,1.719448,6.805081,,
2000-08-14,,1.72467,9.238486,,,8.949506,,109.399623,0.66785,1.109755,,,1.483076,,1.728443,6.942848,,
2000-08-15,,1.709914,9.172955,,,8.893946,,109.431893,0.665168,1.096732,,,1.487607,,1.711669,6.934415,,
