,TRY,CHF,SEK,RUB,NZL,NOK,MXN,JPY,GBP,EUR,CNH,CLP,CAD,ARS,AUD,ZAR,USD,BRL
2000-06-03,0.9355,1.5729,8.343,0.9355,0.9355,8.295,0.9355,101.62,0.6256,,0.9355,0.9355,1.3944,0.9355,1.6295,6.5483,0.9355,0.9355
2000-06-04,0.9355,1.5729,8.343,0.9355,0.9355,8.295,0.9355,101.62,0.6256,,0.9355,0.9355,1.3944,0.9355,1.6295,6.5483,0.9355,0.9355
2000-06-05,0.9433,1.5734,8.335,0.9433,0.9433,8.285,0.9433,101.51,0.6234,,0.9433,0.9433,1.3905,0.9433,1.6164,6.5422,0.9433,0.9433
2000-06-06,0.9485,1.574,8.3247,0.9485,0.9485,8.29,0.9485,101.24,0.6252,,0.9485,0.9485,1.4017,0.9485,1.6287,6.6252,0.9485,0.9485
2000-06-07,0.9554,1.5676,8.3165,0.9554,0.9554,8.265,0.9554,101.0,0.6302,,0.9554,0.9554,1.4093,0.9554,1.622,6.7138,0.9554,0.9554
2000-06-08,0.9668,1.5664,8.357,0.9668,0.9668,8.323,0.9668,102.12,0.6323,,0.9668,0.9668,1.4271,0.9668,1.6315,6.7396,0.9668,0.9668
2000-06-09,0.949,1.5661,8.352,0.949,0.949,8.311,0.949,101.42,0.6325,,0.949,0.949,1.3982,0.949,1.6196,6.6718,0.949,0.949
2000-06-10,0.949,1.5661,8.352,0.949,0.949,8.311,0.949,101.42,0.6325,,0.949,0.949,1.3982,0.949,1.6196,6.6718,0.949,0.949
2000-06-11,0.949,1.5661,8.352,0.949,0.949,8.311,0.949,101.42,0.6325,,0.949,0.949,1.3982,0.949,1.6196,6.6718,0.949,0.949
2000-06-12,0.9527,1.5624,8.297,0.9527,0.9527,8.291,0.9527,101.55,0.6302,,0.9527,0.9527,1.4058,0.9527,1.6162,6.6897,0.9527,0.9527
2000-06-13,0.9583,1.5628,8.2615,0.9583,0.9583,8.2895,0.9583,102.05,0.636,,0.9583,0.9583,1.4102,0.9583,1.6075,6.733,0.9583,0.9583
2000-06-14,0.9636,1.5651,8.1844,0.9636,0.9636,8.246,0.9636,102.52,0.6377,,0.9636,0.9636,1.4168,0.9636,1.5996,6.6394,0.9636,0.9636
2000-06-15,0.9524,1.5648,8.2271,0.9524,0.9524,8.231,0.9524,100.92,0.6312,,0.9524,0.9524,1.4011,0.9524,1.5855,6.567,0.9524,0.9524
2000-06-16,0.9565,1.5611,8.266,0.9565,0.9565,8.24,0.9565,101.65,0.6371,,0.9565,0.9565,1.4097,0.9565,1.5724,6.5906,0.9565,0.9565
2000-06-17,0.9565,1.5611,8.266,0.9565,0.9565,8.24,0.9565,101.65,0.6371,,0.9565,0.9565,1.4097,0.9565,1.5724,6.5906,0.9565,0.9565
2000-06-18,0.9565,1.5611,8.266,0.9565,0.9565,8.24,0.9565,101.65,0.6371,,0.9565,0.9565,1.4097,0.9565,1.5724,6.5906,0.9565,0.9565
2000-06-19,0.964,1.5618,8.278,0.964,0.964,8.264,0.964,101.86,0.6333,,0.964,0.964,1.4143,0.964,1.6022,6.5659,0.964,0.964
2000-06-20,0.9538,1.5577,8.2555,0.9538,0.9538,8.236,0.9538,100.62,0.6286,,0.9538,0.9538,1.3998,0.9538,1.5786,6.5949,0.9538,0.9538
2000-06-21,0.947,1.5522,8.242,0.947,0.947,8.224,0.947,99.76,0.6297,,0.947,0.947,1.394,0.947,1.5783,6.5274,0.947,0.947
2000-06-22,0.9405,1.5451,8.275,0.9405,0.9405,8.207,0.9405,99.1,0.619,,0.9405,0.9405,1.3876,0.9405,1.5685,6.4754,0.9405,0.9405
2000-06-23,0.9413,1.5521,8.282,0.9413,0.9413,8.179,0.9413,98.12,0.6227,,0.9413,0.9413,1.3876,0.9413,1.5788,6.4474,0.9413,0.9413
2000-06-24,0.9413,1.5521,8.282,0.9413,0.9413,8.179,0.9413,98.12,0.6227,,0.9413,0.9413,1.3876,0.9413,1.5788,6.4474,0.9413,0.9413
2000-06-25,0.9413,1.5521,8.282,0.9413,0.9413,8.179,0.9413,98.12,0.6227,,0.9413,0.9413,1.3876,0.9413,1.5788,6.4474,0.9413,0.9413
2000-06-26,0.9327,1.5478,8.3636,0.9327,0.9327,8.203,0.9327,98.38,0.6258,,0.9327,0.9327,1.3873,0.9327,1.5687,6.4375,0.9327,0.9327
2000-06-27,0.9401,1.5486,8.369,0.9401,0.9401,8.21,0.9401,99.16,0.6266,,0.9401,0.9401,1.3939,0.9401,1.565,6.44,0.9401,0.9401
2000-06-28,0.9415,1.5479,8.3752,0.9415,0.9415,8.1735,0.9415,99.56,0.6227,,0.9415,0.9415,1.394,0.9415,1.5666,6.4151,0.9415,0.9415
2000-06-29,0.9504,1.5558,8.4071,0.9504,0.9504,8.165,0.9504,99.56,0.6262,,0.9504,0.9504,1.4052,0.9504,1.5729,6.4876,0.9504,0.9504
2000-06-30,0.9556,1.5576,8.3985,0.9556,0.9556,8.1945,0.9556,100.57,0.6272,,0.9556,0.9556,1.4157,0.9556,1.5894,6.4628,0.9556,0.9556
2000-07-01,0.9556,1.5576,8.3985,0.9556,0.9556,8.1945,0.9556,100.57,0.6272,,0.9556,0.9556,1.4157,0.9556,1.5894,6.4628,0.9556,0.9556
2000-07-02,0.9556,1.5576,8.3985,0.9556,0.9556,8.1945,0.9556,100.57,0.6272,,0.9556,0.9556,1.4157,0.9556,1.5894,6.4628,0.9556,0.9556
2000-07-03,0.9493,1.5551,8.3747,0.9493,0.9493,8.1789,0.9493,100.58,0.6278,,0.9493,0.9493,1.4049,0.9493,1.584,6.471,0.9493,0.9493
2000-07-04,0.9487,1.5528,8.389,0.9487,0.9487,8.175,0.9487,100.78,0.6278,,0.9487,0.9487,1.4054,0.9487,1.5871,6.4448,0.9487,0.9487
2000-07-05,0.9537,1.5532,8.416,0.9537,0.9537,8.193,0.9537,101.73,0.6316,,0.9537,0.9537,1.4179,0.9537,1.6054,6.4612,0.9537,0.9537
2000-07-06,0.9542,1.5484,8.44,0.9542,0.9542,8.1835,0.9542,102.44,0.6297,,0.9542,0.9542,1.4197,0.9542,1.6165,6.5185,0.9542,0.9542
2000-07-07,0.9483,1.5458,8.457,0.9483,0.9483,8.16,0.9483,101.86,0.6256,,0.9483,0.9483,1.407,0.9483,1.613,6.4956,0.9483,0.9483
2000-07-08,0.9483,1.5458,8.457,0.9483,0.9483,8.16,0.9483,101.86,0.6256,,0.9483,0.9483,1.407,0.9483,1.613,6.4956,0.9483,0.9483
2000-07-09,0.9483,1.5458,8.457,0.9483,0.9483,8.16,0.9483,101.86,0.6256,,0.9483,0.9483,1.407,0.9483,1.613,6.4956,0.9483,0.9483
2000-07-10,0.9523,1.5461,8.463,0.9523,0.9523,8.171,0.9523,101.82,0.6302,,0.9523,0.9523,1.4098,0.9523,1.604,6.5194,0.9523,0.9523
2000-07-11,0.9527,1.5516,8.4302,0.9527,0.9527,8.172,0.9527,101.77,0.6274,,0.9527,0.9527,1.4066,0.9527,1.6168,6.4737,0.9527,0.9527
2000-07-12,0.9499,1.5523,8.352,0.9499,0.9499,8.147,0.9499,102.29,0.6251,,0.9499,0.9499,1.4034,0.9499,1.608,6.424,0.9499,0.9499
2000-07-13,0.9349,1.5532,8.3408,0.9349,0.9349,8.155,0.9349,100.12,0.6225,,0.9349,0.9349,1.3861,0.9349,1.5832,6.4165,0.9349,0.9349
2000-07-14,0.9344,1.5476,8.3485,0.9344,0.9344,8.149,0.9344,100.82,0.6253,,0.9344,0.9344,1.3863,0.9344,1.599,6.4551,0.9344,0.9344
2000-07-15,0.9344,1.5476,8.3485,0.9344,0.9344,8.149,0.9344,100.82,0.6253,,0.9344,0.9344,1.3863,0.9344,1.599,6.4551,0.9344,0.9344
2000-07-16,0.9344,1.5476,8.3485,0.9344,0.9344,8.149,0.9344,100.82,0.6253,,0.9344,0.9344,1.3863,0.9344,1.599,6.4551,0.9344,0.9344
2000-07-17,0.9352,1.5465,8.3739,0.9352,0.9352,8.1675,0.9352,101.65,0.626,,0.9352,0.9352,1.3877,0.9352,1.6003,6.4699,0.9352,0.9352
2000-07-18,0.9353,1.5502,8.38,0.9353,0.9353,8.186,0.9353,100.93,0.6176,,0.9353,0.9353,1.3849,0.9353,1.6025,6.4193,0.9353,0.9353
2000-07-19,0.9216,1.5473,8.376,0.9216,0.9216,8.17,0.9216,99.6,0.6175,,0.9216,0.9216,1.3595,0.9216,1.592,6.445,0.9216,0.9216
2000-07-20,0.922,1.5488,8.3819,0.922,0.922,8.173,0.922,99.74,0.6168,,0.922,0.922,1.3625,0.922,1.5951,6.4531,0.922,0.922
2000-07-21,0.9363,1.5511,8.407,0.9363,0.9363,8.1825,0.9363,101.53,0.6166,,0.9363,0.9363,1.3783,0.9363,1.5945,6.4768,0.9363,0.9363
2000-07-22,0.9363,1.5511,8.407,0.9363,0.9363,8.1825,0.9363,101.53,0.6166,,0.9363,0.9363,1.3783,0.9363,1.5945,6.4768,0.9363,0.9363
2000-07-23,0.9363,1.5511,8.407,0.9363,0.9363,8.1825,0.9363,101.53,0.6166,,0.9363,0.9363,1.3783,0.9363,1.5945,6.4768,0.9363,0.9363
2000-07-24,0.9332,1.5555,8.3845,0.9332,0.9332,8.188,0.9332,101.64,0.6154,,0.9332,0.9332,1.37,0.9332,1.5905,6.476,0.9332,0.9332
2000-07-25,0.941,1.5538,8.3957,0.941,0.941,8.185,0.941,102.78,0.6191,,0.941,0.941,1.3803,0.941,1.6072,6.524,0.941,0.941
2000-07-26,0.939,1.5519,8.417,0.939,0.939,8.19,0.939,102.43,0.6219,,0.939,0.939,1.3772,0.939,1.5909,6.516,0.939,0.939
2000-07-27,0.9389,1.5531,8.4848,0.9389,0.9389,8.19,0.9389,102.26,0.615,,0.9389,0.9389,1.3773,0.9389,1.5898,6.4656,0.9389,0.9389
2000-07-28,0.9276,1.5486,8.458,0.9276,0.9276,8.175,0.9276,101.29,0.6131,,0.9276,0.9276,1.3663,0.9276,1.5752,6.4243,0.9276,0.9276
2000-07-29,0.9276,1.5486,8.458,0.9276,0.9276,8.175,0.9276,101.29,0.6131,,0.9276,0.9276,1.3663,0.9276,1.5752,6.4243,0.9276,0.9276
2000-07-30,0.9276,1.5486,8.458,0.9276,0.9276,8.175,0.9276,101.29,0.6131,,0.9276,0.9276,1.3663,0.9276,1.5752,6.4243,0.9276,0.9276
2000-07-31,0.9243,1.5477,8.4876,0.9243,0.9243,8.2165,0.9243,101.04,0.6185,,0.9243,0.9243,1.3702,0.9243,1.5986,6.444,0.9243,0.9243
2000-08-01,0.9264,1.546,8.4875,0.9264,0.9264,8.194,0.9264,101.56,0.613,,0.9264,0.9264,1.3794,0.9264,1.5965,6.4234,0.9264,0.9264
2000-08-02,0.9142,1.5449,8.459,0.9142,0.9142,8.17,0.9142,99.8,0.6113,,0.9142,0.9142,1.3544,0.9142,1.5701,6.3791,0.9142,0.9142
2000-08-03,0.9028,1.5425,8.4115,0.9028,0.9028,8.145,0.9028,97.85,0.6053,,0.9028,0.9028,1.3372,0.9028,1.549,6.3222,0.9028,0.9028
2000-08-04,0.9031,1.5464,8.4,0.9031,0.9031,8.115,0.9031,98.02,0.6028,,0.9031,0.9031,1.3424,0.9031,1.5517,6.3051,0.9031,0.9031
2000-08-05,0.9031,1.5464,8.4,0.9031,0.9031,8.115,0.9031,98.02,0.6028,,0.9031,0.9031,1.3424,0.9031,1.5517,6.3051,0.9031,0.9031
2000-08-06,0.9031,1.5464,8.4,0.9031,0.9031,8.115,0.9031,98.02,0.6028,,0.9031,0.9031,1.3424,0.9031,1.5517,6.3051,0.9031,0.9031
2000-08-07,0.9084,1.5474,8.349,0.9084,0.9084,8.098,0.9084,98.85,0.5999,,0.9084,0.9084,1.3575,0.9084,1.5502,6.3059,0.9084,0.9084
2000-08-08,0.9047,1.544,8.3367,0.9047,0.9047,8.113,0.9047,98.2,0.6002,,0.9047,0.9047,1.3452,0.9047,1.5417,6.2917,0.9047,0.9047
2000-08-09,0.8973,1.5443,8.331,0.8973,0.8973,8.083,0.8973,96.81,0.5992,,0.8973,0.8973,1.3351,0.8973,1.5503,6.2937,0.8973,0.8973
2000-08-10,0.9031,1.5449,8.325,0.9031,0.9031,8.0885,0.9031,97.93,0.6062,,0.9031,0.9031,1.3392,0.9031,1.5585,6.3086,0.9031,0.9031
2000-08-11,0.9132,1.5531,8.335,0.9132,0.9132,8.078,0.9132,99.31,0.6009,,0.9132,0.9132,1.3545,0.9132,1.5702,6.2144,0.9132,0.9132
2000-08-12,0.9132,1.5531,8.335,0.9132,0.9132,8.078,0.9132,99.31,0.6009,,0.9132,0.9132,1.3545,0.9132,1.5702,6.2144,0.9132,0.9132
2000-08-13,0.9132,1.5531,8.335,0.9132,0.9132,8.078,0.9132,99.31,0.6009,,0.9132,0.9132,1.3545,0.9132,1.5702,6.2144,0.9132,0.9132
2000-08-14,0.9011,1.5541,8.3248,0.9011,0.9011,8.0644,0.9011,98.58,0.6018,,0.9011,0.9011,1.3364,0.9011,1.5575,6.2562,0.9011,0.9011
2000-08-15,0.9118,1.5591,8.3639,0.9118,0.9118,8.1095,0.9118,99.78,0.6065,,0.9118,0.9118,1.3564,0.9118,1.5607,6.3228,0.9118,0.9118
2000-08-16,0.9072,1.559,8.4009,0.9072,0.9072,8.094,0.9072,98.45,0.6096,,0.9072,0.9072,1.3441,0.9072,1.5447,6.3563,0.9072,0.9072
2000-08-17,0.914,1.5629,8.431,0.914,0.914,8.086,0.914,99.12,0.6115,,0.914,0.914,1.3505,0.914,1.5451,6.3492,0.914,0.914
2000-08-18,0.9127,1.5622,8.415,0.9127,0.9127,8.078,0.9127,99.42,0.6089,,0.9127,0.9127,1.3468,0.9127,1.5412,6.278,0.9127,0.9127
2000-08-19,0.9127,1.5622,8.415,0.9127,0.9127,8.078,0.9127,99.42,0.6089,,0.9127,0.9127,1.3468,0.9127,1.5412,6.278,0.9127,0.9127
2000-08-20,0.9127,1.5622,8.415,0.9127,0.9127,8.078,0.9127,99.42,0.6089,,0.9127,0.9127,1.3468,0.9127,1.5412,6.278,0.9127,0.9127
2000-08-21,0.9023,1.5598,8.3985,0.9023,0.9023,8.055,0.9023,97.63,0.6059,,0.9023,0.9023,1.3288,0.9023,1.5315,6.2779,0.9023,0.9023
2000-08-22,0.8972,1.5608,8.3699,0.8972,0.8972,8.054,0.8972,97.27,0.6048,,0.8972,0.8972,1.3264,0.8972,1.5328,6.2645,0.8972,0.8972
2000-08-23,0.8918,1.5525,8.3472,0.8918,0.8918,8.064,0.8918,95.7,0.607,,0.8918,0.8918,1.3237,0.8918,1.5659,6.2479,0.8918,0.8918
2000-08-24,0.9012,1.5489,8.3638,0.9012,0.9012,8.11,0.9012,96.64,0.6086,,0.9012,0.9012,1.3375,0.9012,1.5742,6.2573,0.9012,0.9012
2000-08-25,0.9021,1.5453,8.38,0.9021,0.9021,8.096,0.9021,96.61,0.613,,0.9021,0.9021,1.3361,0.9021,1.5731,6.2386,0.9021,0.9021
2000-08-26,0.9021,1.5453,8.38,0.9021,0.9021,8.096,0.9021,96.61,0.613,,0.9021,0.9021,1.3361,0.9021,1.5731,6.2386,0.9021,0.9021
2000-08-27,0.9021,1.5453,8.38,0.9021,0.9021,8.096,0.9021,96.61,0.613,,0.9021,0.9021,1.3361,0.9021,1.5731,6.2386,0.9021,0.9021
2000-08-28,0.9007,1.5437,8.4162,0.9007,0.9007,8.0614,0.9007,95.88,0.6111,,0.9007,0.9007,1.3371,0.9007,1.5733,6.2342,0.9007,0.9007
2000-08-29,0.8965,1.5447,8.433,0.8965,0.8965,8.073,0.8965,95.44,0.6147,,0.8965,0.8965,1.3288,0.8965,1.568,6.203,0.8965,0.8965
2000-08-30,0.8909,1.5483,8.4325,0.8909,0.8909,8.075,0.8909,94.8,0.6132,,0.8909,0.8909,1.322,0.8909,1.5606,6.2116,0.8909,0.8909
2000-08-31,0.8906,1.5498,8.3713,0.8906,0.8906,8.078,0.8906,94.77,0.6137,,0.8906,0.8906,1.3141,0.8906,1.5547,6.1918,0.8906,0.8906
2000-09-01,0.8902,1.55,8.374,0.8902,0.8902,8.066,0.8902,94.77,0.6165,,0.8902,0.8902,1.3102,0.8902,1.5534,6.2397,0.8902,0.8902
2000-09-02,0.8902,1.55,8.374,0.8902,0.8902,8.066,0.8902,94.77,0.6165,,0.8902,0.8902,1.3102,0.8902,1.5534,6.2397,0.8902,0.8902
2000-09-03,0.8902,1.55,8.374,0.8902,0.8902,8.066,0.8902,94.77,0.6165,,0.8902,0.8902,1.3102,0.8902,1.5534,6.2397,0.8902,0.8902
2000-09-04,0.9,1.5532,8.372,0.9,0.9,8.0798,0.9,95.12,0.6155,,0.9,0.9,1.3255,0.9,1.5632,6.2555,0.9,0.9
2000-09-05,0.8886,1.549,8.4109,0.8886,0.8886,8.097,0.8886,94.18,0.6118,,0.8886,0.8886,1.3109,0.8886,1.5539,6.148,0.8886,0.8886
2000-09-06,0.8818,1.5482,8.4075,0.8818,0.8818,8.055,0.8818,93.27,0.6055,,0.8818,0.8818,1.3032,0.8818,1.5605,6.1693,0.8818,0.8818
2000-09-07,0.8676,1.5468,8.3353,0.8676,0.8676,8.015,0.8676,91.21,0.6056,,0.8676,0.8676,1.2873,0.8676,1.565,6.2807,0.8676,0.8676
2000-09-08,0.8735,1.549,8.34,0.8735,0.8735,8.035,0.8735,92.25,0.6122,,0.8735,0.8735,1.2884,0.8735,1.5612,6.1652,0.8735,0.8735
2000-09-09,0.8735,1.549,8.34,0.8735,0.8735,8.035,0.8735,92.25,0.6122,,0.8735,0.8735,1.2884,0.8735,1.5612,6.1652,0.8735,0.8735
2000-09-10,0.8735,1.549,8.34,0.8735,0.8735,8.035,0.8735,92.25,0.6122,,0.8735,0.8735,1.2884,0.8735,1.5612,6.1652,0.8735,0.8735
2000-09-11,0.8609,1.5298,8.3941,0.8609,0.8609,8.026,0.8609,91.35,0.6121,,0.8609,0.8609,1.2716,0.8609,1.542,6.1172,0.8609,0.8609
2000-09-12,0.8614,1.5218,8.4015,0.8614,0.8614,8.02,0.8614,91.55,0.6134,,0.8614,0.8614,1.2751,0.8614,1.5428,6.1288,0.8614,0.8614
2000-09-13,0.8654,1.5286,8.3916,0.8654,0.8654,8.033,0.8654,92.83,0.6095,,0.8654,0.8654,1.2801,0.8654,1.5613,6.1072,0.8654,0.8654
2000-09-14,0.8693,1.5265,8.396,0.8693,0.8693,8.023,0.8693,93.15,0.6144,,0.8693,0.8693,1.2956,0.8693,1.5735,6.1551,0.8693,0.8693
2000-09-15,0.8615,1.5278,8.392,0.8615,0.8615,8.021,0.8615,92.64,0.6104,,0.8615,0.8615,1.2815,0.8615,1.566,6.1406,0.8615,0.8615
2000-09-16,0.8615,1.5278,8.392,0.8615,0.8615,8.021,0.8615,92.64,0.6104,,0.8615,0.8615,1.2815,0.8615,1.566,6.1406,0.8615,0.8615
2000-09-17,0.8615,1.5278,8.392,0.8615,0.8615,8.021,0.8615,92.64,0.6104,,0.8615,0.8615,1.2815,0.8615,1.566,6.1406,0.8615,0.8615
2000-09-18,0.8526,1.5235,8.395,0.8526,0.8526,8.004,0.8526,91.1,0.6074,,0.8526,0.8526,1.2658,0.8526,1.5692,6.1953,0.8526,0.8526
2000-09-19,0.8541,1.52,8.3785,0.8541,0.8541,8.0025,0.8541,91.31,0.604,,0.8541,0.8541,1.2699,0.8541,1.5736,6.1793,0.8541,0.8541
2000-09-20,0.8476,1.5123,8.364,0.8476,0.8476,7.974,0.8476,90.3,0.6009,,0.8476,0.8476,1.2549,0.8476,1.5645,6.2219,0.8476,0.8476
2000-09-21,0.8524,1.51,8.39,0.8524,0.8524,8.006,0.8524,90.72,0.5972,,0.8524,0.8524,1.2671,0.8524,1.58,6.2727,0.8524,0.8524
2000-09-22,0.889,1.5318,8.452,0.889,0.889,8.02,0.889,95.75,0.6008,,0.889,0.889,1.3251,0.889,1.595,6.3513,0.889,0.889
2000-09-23,0.889,1.5318,8.452,0.889,0.889,8.02,0.889,95.75,0.6008,,0.889,0.889,1.3251,0.889,1.595,6.3513,0.889,0.889
2000-09-24,0.889,1.5318,8.452,0.889,0.889,8.02,0.889,95.75,0.6008,,0.889,0.889,1.3251,0.889,1.595,6.3513,0.889,0.889
2000-09-25,0.877,1.5221,8.45,0.877,0.877,8.02,0.877,94.37,0.6015,,0.877,0.877,1.3054,0.877,1.6088,6.3348,0.877,0.877
2000-09-26,0.8757,1.5188,8.4895,0.8757,0.8757,8.0225,0.8757,93.95,0.6032,,0.8757,0.8757,1.3029,0.8757,1.5992,6.3552,0.8757,0.8757
2000-09-27,0.8861,1.5254,8.508,0.8861,0.8861,8.034,0.8861,95.49,0.603,,0.8861,0.8861,1.3206,0.8861,1.615,6.3672,0.8861,0.8861
2000-09-28,0.8832,1.5257,8.5561,0.8832,0.8832,8.007,0.8832,94.98,0.6019,,0.8832,0.8832,1.3241,0.8832,1.6073,6.4179,0.8832,0.8832
2000-09-29,0.8765,1.524,8.51,0.8765,0.8765,8.012,0.8765,94.94,0.5978,,0.8765,0.8765,1.3198,0.8765,1.618,6.3766,0.8765,0.8765
2000-09-30,0.8765,1.524,8.51,0.8765,0.8765,8.012,0.8765,94.94,0.5978,,0.8765,0.8765,1.3198,0.8765,1.618,6.3766,0.8765,0.8765
2000-10-01,0.8765,1.524,8.51,0.8765,0.8765,8.012,0.8765,94.94,0.5978,,0.8765,0.8765,1.3198,0.8765,1.618,6.3766,0.8765,0.8765
2000-10-02,0.8802,1.5237,8.526,0.8802,0.8802,8.033,0.8802,95.49,0.5984,,0.8802,0.8802,1.3235,0.8802,1.6199,6.3286,0.8802,0.8802
2000-10-03,0.8763,1.517,8.5755,0.8763,0.8763,8.0307,0.8763,95.14,0.6001,,0.8763,0.8763,1.3212,0.8763,1.6175,6.3071,0.8763,0.8763
2000-10-04,0.873,1.5155,8.571,0.873,0.873,8.035,0.873,95.31,0.5996,,0.873,0.873,1.3098,0.873,1.6263,6.3094,0.873,0.873
2000-10-05,0.8786,1.5228,8.545,0.8786,0.8786,8.035,0.8786,95.95,0.6019,,0.8786,0.8786,1.3146,0.8786,1.6305,6.3246,0.8786,0.8786
2000-10-06,0.8703,1.5252,8.53,0.8703,0.8703,8.032,0.8703,94.82,0.6005,,0.8703,0.8703,1.2997,0.8703,1.6308,6.3246,0.8703,0.8703
2000-10-07,0.8703,1.5252,8.53,0.8703,0.8703,8.032,0.8703,94.82,0.6005,,0.8703,0.8703,1.2997,0.8703,1.6308,6.3246,0.8703,0.8703
2000-10-08,0.8703,1.5252,8.53,0.8703,0.8703,8.032,0.8703,94.82,0.6005,,0.8703,0.8703,1.2997,0.8703,1.6308,6.3246,0.8703,0.8703
2000-10-09,0.8695,1.5213,8.55,0.8695,0.8695,8.044,0.8695,94.75,0.5998,,0.8695,0.8695,1.3069,0.8695,1.6275,6.3589,0.8695,0.8695
2000-10-10,0.8721,1.5191,8.6217,0.8721,0.8721,8.055,0.8721,94.2,0.5986,,0.8721,0.8721,1.31,0.8721,1.6385,6.386,0.8721,0.8721
2000-10-11,0.872,1.5109,8.5945,0.872,0.872,8.052,0.872,94.17,0.5925,,0.872,0.872,1.3106,0.872,1.624,6.4382,0.872,0.872
2000-10-12,0.8648,1.5115,8.5832,0.8648,0.8648,8.0378,0.8648,93.0,0.5865,,0.8648,0.8648,1.3021,0.8648,1.6292,6.4399,0.8648,0.8648
2000-10-13,0.8627,1.5067,8.5105,0.8627,0.8627,8.042,0.8627,93.0,0.5893,,0.8627,0.8627,1.3093,0.8627,1.6242,6.3768,0.8627,0.8627
2000-10-14,0.8627,1.5067,8.5105,0.8627,0.8627,8.042,0.8627,93.0,0.5893,,0.8627,0.8627,1.3093,0.8627,1.6242,6.3768,0.8627,0.8627
2000-10-15,0.8627,1.5067,8.5105,0.8627,0.8627,8.042,0.8627,93.0,0.5893,,0.8627,0.8627,1.3093,0.8627,1.6242,6.3768,0.8627,0.8627
2000-10-16,0.8511,1.5122,8.5,0.8511,0.8511,7.999,0.8511,92.09,0.5872,,0.8511,0.8511,1.2851,0.8511,1.6194,6.4379,0.8511,0.8511
2000-10-17,0.8496,1.5123,8.5,0.8496,0.8496,8.02,0.8496,91.73,0.5895,,0.8496,0.8496,1.2922,0.8496,1.6357,6.4499,0.8496,0.8496
2000-10-18,0.8525,1.5086,8.535,0.8525,0.8525,8.041,0.8525,92.27,0.5811,,0.8525,0.8525,1.294,0.8525,1.6345,6.5732,0.8525,0.8525
2000-10-19,0.8411,1.504,8.489,0.8411,0.8411,8.0036,0.8411,90.93,0.5827,,0.8411,0.8411,1.272,0.8411,1.6236,6.4627,0.8411,0.8411
2000-10-20,0.8452,1.5058,8.508,0.8452,0.8452,7.978,0.8452,92.06,0.5798,,0.8452,0.8452,1.2774,0.8452,1.5958,6.375,0.8452,0.8452
2000-10-21,0.8452,1.5058,8.508,0.8452,0.8452,7.978,0.8452,92.06,0.5798,,0.8452,0.8452,1.2774,0.8452,1.5958,6.375,0.8452,0.8452
2000-10-22,0.8452,1.5058,8.508,0.8452,0.8452,7.978,0.8452,92.06,0.5798,,0.8452,0.8452,1.2774,0.8452,1.5958,6.375,0.8452,0.8452
2000-10-23,0.8377,1.5014,8.484,0.8377,0.8377,7.944,0.8377,91.0,0.575,,0.8377,0.8377,1.2679,0.8377,1.5788,6.3397,0.8377,0.8377
2000-10-24,0.8386,1.5016,8.4612,0.8386,0.8386,7.9379,0.8386,90.76,0.5767,,0.8386,0.8386,1.2679,0.8386,1.5862,6.357,0.8386,0.8386
2000-10-25,0.8307,1.5015,8.495,0.8307,0.8307,7.94,0.8307,89.8,0.578,,0.8307,0.8307,1.2644,0.8307,1.5978,6.3372,0.8307,0.8307
2000-10-26,0.8252,1.5088,8.51,0.8252,0.8252,7.925,0.8252,89.3,0.5783,,0.8252,0.8252,1.2491,0.8252,1.5963,6.3561,0.8252,0.8252
2000-10-27,0.8324,1.5124,8.4711,0.8324,0.8324,7.9275,0.8324,90.53,0.5759,,0.8324,0.8324,1.2666,0.8324,1.601,6.4827,0.8324,0.8324
2000-10-28,0.8324,1.5124,8.4711,0.8324,0.8324,7.9275,0.8324,90.53,0.5759,,0.8324,0.8324,1.2666,0.8324,1.601,6.4827,0.8324,0.8324
2000-10-29,0.8324,1.5124,8.4711,0.8324,0.8324,7.9275,0.8324,90.53,0.5759,,0.8324,0.8324,1.2666,0.8324,1.601,6.4827,0.8324,0.8324
2000-10-30,0.8482,1.5235,8.4947,0.8482,0.8482,7.91,0.8482,92.21,0.5789,,0.8482,0.8482,1.299,0.8482,1.6115,6.3604,0.8482,0.8482
2000-10-31,0.8417,1.521,8.4823,0.8417,0.8417,7.888,0.8417,91.88,0.5863,,0.8417,0.8417,1.2887,0.8417,1.6377,6.4123,0.8417,0.8417
2000-11-01,0.8554,1.5279,8.4691,0.8554,0.8554,7.856,0.8554,92.83,0.5927,,0.8554,0.8554,1.3038,0.8554,1.6341,6.4364,0.8554,0.8554
2000-11-02,0.8646,1.5288,8.495,0.8646,0.8646,7.946,0.8646,93.63,0.5941,,0.8646,0.8646,1.3261,0.8646,1.638,6.4532,0.8646,0.8646
2000-11-03,0.873,1.53,8.52,0.873,0.873,7.936,0.873,93.63,0.598,,0.873,0.873,1.3354,0.873,1.652,6.4311,0.873,0.873
2000-11-04,0.873,1.53,8.52,0.873,0.873,7.936,0.873,93.63,0.598,,0.873,0.873,1.3354,0.873,1.652,6.4311,0.873,0.873
2000-11-05,0.873,1.53,8.52,0.873,0.873,7.936,0.873,93.63,0.598,,0.873,0.873,1.3354,0.873,1.652,6.4311,0.873,0.873
